task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
94	7f/689098	84728	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5405022)	COMPLETED	0	2024-05-21 13:17:19.027	6.2s	53ms	169.2%	0	0	146.4 KB	6.2 KB
98	06/addad0	84875	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5181310)	COMPLETED	0	2024-05-21 13:17:25.242	1.9s	53ms	166.7%	0	0	146.4 KB	6.2 KB
101	6a/4d8eb6	85097	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR13500958)	COMPLETED	0	2024-05-21 13:17:27.194	2.2s	68ms	179.3%	0	0	146.4 KB	6.2 KB
99	34/cd1ddc	85246	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5743893)	COMPLETED	0	2024-05-21 13:17:29.359	2.2s	361ms	123.3%	7.4 MB	224.9 MB	4.7 MB	6.7 KB
91	13/71243b	85410	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5556343)	COMPLETED	0	2024-05-21 13:17:31.606	2s	553ms	134.8%	7.2 MB	160.9 MB	7.4 MB	6.7 KB
102	14/5d705f	85560	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5405022)	COMPLETED	0	2024-05-21 13:17:33.614	2s	406ms	140.5%	7.1 MB	224.9 MB	7.6 MB	6.7 KB
104	a2/e2b049	85711	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5181310)	COMPLETED	0	2024-05-21 13:17:35.606	6.2s	4.5s	141.9%	7.2 MB	224.9 MB	32.9 MB	6.7 KB
105	28/e0c5e6	85968	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR13500958)	COMPLETED	0	2024-05-21 13:17:41.815	3.2s	421ms	122.6%	7.4 MB	160.9 MB	5.2 MB	6.7 KB
96	43/f29231	86125	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5743893)	COMPLETED	0	2024-05-21 13:17:44.993	5.6s	1.8s	149.8%	8.4 MB	226.4 MB	4.7 MB	105.3 KB
95	3d/e52f87	86338	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5556343)	COMPLETED	0	2024-05-21 13:17:50.622	7.1s	2.9s	158.3%	8.2 MB	226.4 MB	7.4 MB	105.4 KB
97	d3/74ab5f	87307	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5405022)	COMPLETED	0	2024-05-21 13:17:57.731	3.5s	1.2s	171.2%	7.9 MB	226.4 MB	7.6 MB	95.5 KB
100	83/f18661	87659	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5181310)	COMPLETED	0	2024-05-21 13:18:01.261	16.3s	14.3s	151.8%	8.2 MB	226.4 MB	32.9 MB	100 KB
103	12/5ea506	89031	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR13500958)	COMPLETED	0	2024-05-21 13:18:17.546	3.8s	1.3s	148.5%	8.6 MB	226.4 MB	5.2 MB	139.7 KB
83	80/adc78d	89229	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5405022)	COMPLETED	0	2024-05-21 13:18:21.354	11.1s	1.7s	171.7%	69.1 MB	544.8 MB	10.5 MB	13.9 KB
87	cd/1eb47f	90121	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5181310)	COMPLETED	0	2024-05-21 13:18:32.439	9.1s	1.6s	151.7%	73.1 MB	551 MB	10.5 MB	6.1 KB
79	b1/d1c441	91006	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5743893)	COMPLETED	0	2024-05-21 13:18:41.532	8.5s	1.4s	152.4%	18.5 MB	477 MB	10.5 MB	5.2 KB
75	95/b86a3c	91874	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5556343)	COMPLETED	0	2024-05-21 13:18:50.060	7.8s	1s	209.1%	18.1 MB	477 MB	10.5 MB	6 KB
106	96/5722c6	92686	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (SRR13500958)	COMPLETED	0	2024-05-21 13:18:57.913	7.9s	1.4s	156.0%	18.4 MB	477 MB	10.5 MB	4.4 KB
85	93/b42a36	93587	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5181310)	COMPLETED	0	2024-05-21 13:19:58.522	44.7s	38.6s	221.8%	462.9 MB	7.6 GB	87.8 MB	849.3 KB
81	70/675a3d	95322	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5405022)	COMPLETED	0	2024-05-21 13:20:43.257	21.8s	17s	316.6%	400.4 MB	7.7 GB	62.5 MB	835.6 KB
78	34/1e39eb	96838	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5743893)	COMPLETED	0	2024-05-21 13:21:05.065	21.5s	16.6s	302.8%	386.6 MB	7.7 GB	59.6 MB	844.2 KB
72	db/d7cb81	98321	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5556343)	COMPLETED	0	2024-05-21 13:21:26.606	23.7s	17.9s	311.4%	422.7 MB	7.7 GB	62.3 MB	846 KB
88	70/fc0d6b	99676	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SRR13500958)	COMPLETED	0	2024-05-21 13:21:50.347	27.9s	22.8s	308.7%	304 MB	7.7 GB	60.2 MB	878.5 KB
109	f8/c459f6	101259	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5405022)	COMPLETED	0	2024-05-21 13:22:18.323	2.1s	178ms	250.0%	3.4 MB	9.7 MB	127.8 KB	5.9 KB
111	dc/9471fc	101411	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5743893)	COMPLETED	0	2024-05-21 13:22:20.451	2.2s	147ms	250.0%	3.5 MB	9.7 MB	126.2 KB	5 KB
110	d3/9c3d9b	101576	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5181310)	COMPLETED	0	2024-05-21 13:22:22.685	2.4s	130ms	204.7%	0	0	127.5 KB	5.8 KB
112	98/18026f	101699	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5556343)	COMPLETED	0	2024-05-21 13:22:25.087	2.3s	145ms	263.4%	3.5 MB	9.7 MB	127.6 KB	5.7 KB
113	cf/866752	101857	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (SRR13500958)	COMPLETED	0	2024-05-21 13:22:27.394	2.4s	140ms	284.2%	3.4 MB	9.7 MB	124.9 KB	4.4 KB
115	e6/396f78	102017	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5405022)	COMPLETED	0	2024-05-21 13:22:29.861	2.7s	147ms	241.7%	3.5 MB	9.7 MB	126.7 KB	1.9 KB
114	3e/eb1f7f	102173	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5405022)	COMPLETED	0	2024-05-21 13:22:32.566	12.4s	9.5s	165.4%	108.2 MB	8 GB	10.8 MB	207 KB
117	7c/db0534	102988	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5743893)	COMPLETED	0	2024-05-21 13:22:45.354	4.5s	150ms	163.9%	0	0	126.3 KB	1.7 KB
119	3c/297821	103114	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5743893)	COMPLETED	0	2024-05-21 13:22:49.946	11.6s	7.8s	155.8%	106.2 MB	8.1 GB	10.8 MB	147 KB
122	0a/82110f	103618	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5181310)	COMPLETED	0	2024-05-21 13:23:01.722	3.7s	127ms	166.0%	0	0	126.9 KB	2 KB
120	f1/83af93	103790	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5181310)	COMPLETED	0	2024-05-21 13:23:05.456	9.9s	6.7s	208.8%	103.1 MB	8 GB	10.8 MB	178.6 KB
123	81/acf534	104409	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5556343)	COMPLETED	0	2024-05-21 13:23:15.465	2.6s	157ms	164.1%	3.4 MB	9.7 MB	126.6 KB	1.8 KB
125	01/4e1059	104557	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5556343)	COMPLETED	0	2024-05-21 13:23:18.097	9.1s	6.3s	183.6%	103.3 MB	8 GB	10.8 MB	168.7 KB
128	a4/ba62c2	105177	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (SRR13500958)	COMPLETED	0	2024-05-21 13:23:27.365	4.2s	155ms	178.6%	3.5 MB	9.7 MB	126.2 KB	1.6 KB
126	93/e4f964	105325	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (SRR13500958)	COMPLETED	0	2024-05-21 13:23:31.618	8.4s	5.7s	176.1%	98.5 MB	8 GB	10.8 MB	106.6 KB
108	a0/63df34	105785	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_AMPLICON	FAILED	1	2024-05-21 13:24:14.561	14.8s	14.7s	-	-	-	-	-
107	7a/e7f9c9	106779	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_GENOME	FAILED	1	2024-05-21 13:24:29.462	11.5s	9.7s	-	-	-	-	-
